unitid,al01c01,al01c02,al01c03,al01c04,al02c01,al02c02,al02c03,al02c04,al03c03,al03c04,al04c01,al04c02,al04c03,al04c04,al05c01,al05c02,al05c03,al05c04,al06c01,al06c02,al06c03,al06c04,al07c01,al07c02,al07c03,al07c04,al08c01,al08c02,al08c03,al08c04,rptc01,rptc02,rptc03,rptc04,bl01,bl02,bl03,bl04,bl05,"xl01c01","xl01c02","xl01c03","xl01c04","xl02c01","xl02c02","xl02c03","xl02c04","xl03c03","xl03c04","xl04c01","xl04c02","xl04c03","xl04c04","xl05c01","xl05c02","xl05c03","xl05c04","xl06c01","xl06c02","xl06c03","xl06c04","xl07c01","xl07c02","xl07c03","xl07c04","xl08c01","xl08c02","xl08c03","xl08c04","xgenc01","xgenc02","xgenc03","xgenc04"
184995,7,9,,1,39,17,97,60,,,7,18,,2,,,,,0,44,,3,,,,,40,1,7,,93,89,104,66,,,,,1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
185068,0,0,0,0,3,3,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,4,1,2,,,,,,"5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5"
185110,1,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,1,5,,,,,,,1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
185129,46,14,,,160,90,6,3,,,51,72,1,1,16,23,,5,9,139,1,17,31,2,,,79,32,9,,392,372,17,26,,,,,1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
185147,,1,,,,,8,,,,,,2,21,,,,,,,,,,,,,,,,,,1,10,21,,,,,1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
185174,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,,,,,,"5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5"
172778,4,1,,,8,2,13,9,,,2,4,2,,,,,1,,6,,2,,,1,2,1,,3,,15,13,19,14,,,,,1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
172796,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,,,,,,"5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5"
172820,1,,,,,1,1,2,,,,,,,,,,,,1,,,,,,,,,,,1,2,1,2,1,1,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
172866,1,3,,,,,5,1,,,,,,,,,,,,,,1,,,,,,,,,1,3,5,2,,1,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
172909,1,1,0,0,12,8,15,14,0,0,1,2,0,0,1,1,0,0,0,6,0,2,0,0,0,0,2,0,0,0,17,18,15,16,,,,,,"5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5"
172918,9,0,0,0,76,22,2,20,0,0,4,7,0,0,1,8,0,2,0,22,0,1,0,0,0,0,10,4,0,5,100,63,2,28,,,,1,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
172954,5,3,,,54,32,1,6,4,3,7,10,,1,6,1,,3,,24,,3,,,,,9,2,,2,81,72,5,18,,,,,1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
172963,2,8,,,104,107,,1,,,8,9,,1,4,5,,,,25,,9,2,,,,14,,,,134,154,,11,1,1,,1,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
172972,2,1,,,5,4,2,,,,,,,,,1,1,,,,,1,,,,,,,,,7,6,3,1,,,,,1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
173009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
173018,4,3,0,0,9,24,0,0,,,,,,,,,,,,,,,,,,,,,,,13,27,0,0,0,,,,1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1"
173027,1,,,,4,,3,,,,,,,,,,,,,1,,,,,,,,,,,5,1,3,,1,,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0"
173045,25,13,,,65,35,95,70,,,19,35,4,4,5,3,,1,1,51,,6,8,,1,,17,10,5,4,140,147,105,85,,,,,1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
173054,4,2,,,28,20,2,2,,,15,10,,,6,3,3,2,,6,,1,,2,,,4,1,,,57,44,5,5,,,1,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
173063,4,3,,,23,7,7,21,,,4,4,,3,,,,1,0,4,,7,,,,,5,2,1,,36,20,8,32,,,,,1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
173090,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,,,,,,"5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5"
173115,1,0,0,0,12,9,13,13,0,0,1,1,0,0,0,1,0,0,0,6,0,2,0,0,0,0,2,0,0,0,16,17,13,15,,,,,,"5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5"
173124,13,1,,,167,66,5,8,,,33,24,16,23,5,8,1,1,6,65,,19,20,,,,44,10,1,1,288,174,23,52,,,,1,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
173133,3,2,0,0,15,7,8,7,1,0,4,7,0,1,1,2,0,0,1,11,0,2,1,0,0,0,4,3,1,0,29,32,10,10,,,,,,"5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5"
173142,5,,,1,13,3,4,8,,,8,1,,2,,,1,5,,4,1,4,,,,,3,1,6,,29,9,12,20,,,,,1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
173160,29,11,1,,102,34,13,24,,,28,31,12,11,7,,1,1,4,69,5,18,8,,3,,17,3,7,2,195,148,42,56,,,,,1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
173179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
173197,6,1,,,30,14,6,7,,,1,2,,6,2,,,,,12,,,,,,11,4,2,,,43,31,6,24,,,,,1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
173203,1,3,,,27,12,25,14,1,,2,5,,1,,1,,1,,7,,6,2,,,,5,,,4,37,28,26,26,,,,,1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
173230,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,,,,,"5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5"
173249,3,2,,,20,5,,2,,,2,4,,1,,,,1,,7,,2,,,,,3,4,,2,28,22,,8,,,,,1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
173258,36,36,4,14,112,48,32,33,,,4,3,8,9,9,3,5,9,3,56,1,68,20,,1,,25,19,,14,209,165,51,147,,,,1,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
173267,4,2,0,0,7,0,3,0,,,,,,,,,,,,,,,,,,,,,,,11,2,3,0,0,,,,1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
173276,2,1,0,0,10,6,7,5,0,0,2,4,0,1,1,1,0,0,0,7,0,1,1,0,0,0,3,2,0,0,19,21,7,7,,,,,,"5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5"
173300,42,31,2,9,123,50,16,20,,,1,4,,1,10,21,1,13,,61,,17,29,,3,,42,33,1,9,247,200,23,69,,,,,1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
173328,10,3,,,44,9,20,12,,,15,26,4,1,2,,,,1,25,1,5,,4,,,,,,,72,67,25,18,,,1,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
173416,8,2,0,0,60,49,,,,,74,38,0,4,5,5,0,9,1,27,0,2,7,0,1,1,18,2,0,0,173,123,1,16,,,,,1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
173425,2,1,0,0,15,11,21,18,0,0,2,2,0,1,1,2,0,1,0,9,0,3,1,0,0,0,3,1,0,0,24,26,21,23,,,,,,"5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5"
173452,4,,,,49,6,,,,,,3,,,,1,,1,,10,,5,9,,,2,8,1,1,,70,21,1,8,,,,1,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
173461,5,2,0,0,25,19,33,31,1,1,3,5,1,1,2,3,1,2,0,16,1,6,2,0,0,0,7,2,1,1,44,47,38,42,,,,,,"5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5"
173513,1,1,,,16,17,9,8,,,3,4,,,1,1,5,6,,12,,1,,,,,4,3,,3,25,38,14,18,,,,,1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
173531,5,1,,,16,7,,,,,,1,1,,,,,,,4,,,,,,,2,,,,23,13,1,,,,,1,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
173540,3,4,,,19,10,,,,,2,2,,3,,,,1,,7,,1,,,,,3,,,,27,23,,5,,,,1,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
173559,1,1,,,18,13,15,22,,,,4,,2,,1,1,,,4,,7,2,,,,4,,1,,25,23,17,31,,,,,1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
173638,5,2,,,22,10,1,6,,,,,,3,2,,,3,,11,,4,,,,,3,,1,4,32,23,2,20,,,,,1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
173647,26,10,,,108,41,7,12,9,9,,,,,2,9,,3,3,51,2,11,13,,,,24,75,21,20,176,186,39,55,,,,,1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
173665,23,34,,,85,33,22,35,,,11,23,13,9,3,4,,,1,64,1,12,8,,,,12,18,,,143,176,36,56,,,1,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
173708,32,6,0,0,117,38,0,0,0,0,23,15,0,0,29,48,1,3,9,113,0,41,14,0,0,0,38,12,0,0,262,232,1,44,,,,,1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
173717,4,2,,,23,4,,,,,1,3,,,,,20,2,,7,,2,,,,,4,0,,,32,16,20,4,,,,,1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
173735,3,3,,,27,18,20,25,,,1,6,1,,,,,3,,11,,3,1,,,,6,,,,38,38,21,31,,,,,1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
173753,3,,,,27,7,1,10,,,7,3,1,3,2,,,5,,14,,14,,,,,6,,,,45,24,2,32,,,,,1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
173771,2,2,0,0,13,7,7,6,1,0,3,5,0,1,1,1,0,0,0,8,0,1,1,0,0,0,3,2,0,0,23,25,8,8,,,,,,"5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5"
173799,7,6,,,61,34,,,,,2,3,,,7,4,1,13,,17,,9,5,,,,11,1,5,,93,65,6,22,,,,,1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
173805,4,,,,26,20,14,29,,,,2,1,6,1,,,,,4,,14,1,,,,5,,,5,37,26,15,54,,,,,1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
173814,5,1,,,32,6,1,,,,,,,2,,1,1,10,,10,,,,,,,3,,,,40,18,2,12,,,,,1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
173869,7,8,,,62,24,32,49,,,4,7,,7,,1,,9,1,30,,24,2,,1,,11,,1,1,87,70,34,90,,,,1,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
173887,0,2,0,0,1,2,1,12,0,0,0,4,0,0,0,0,0,0,1,3,0,6,0,0,0,0,0,0,0,0,2,11,1,18,,,,,1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
173896,4,1,1,2,40,4,,,,,15,9,,,2,8,,2,,20,,5,5,,,1,,5,,4,66,47,1,14,,,,,1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
173902,18,7,,,89,39,29,44,4,4,28,45,31,21,7,5,2,4,2,63,1,18,15,2,,,29,14,,,188,175,67,91,1,1,1,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
173911,4,,,,61,26,1,3,,,10,6,,,3,1,,1,,20,,1,,,,,12,1,1,10,90,54,2,15,,,,,1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
173920,20,9,,,411,180,11,19,3,9,58,42,55,56,15,14,1,5,7,161,1,46,36,,,,85,24,,1,632,430,71,136,,,,1,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
173948,246,109,,,1029,100,,,,,746,940,1,127,518,966,11,264,113,2521,6,408,113,3,,1,381,248,9,67,3146,4887,27,867,,,,,1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
173957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
173966,,,1,,,,24,9,,,,,10,16,,,,,,,,14,,,,,,,,,,,35,39,,,1,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
173984,1,2,,,4,18,,5,,,,3,,,,1,,,,1,,,,,,,1,,,,6,25,,5,,,,,1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
173993,4,1,,,23,12,29,20,,,4,4,,,,2,,,,5,,4,1,,,,6,,,,38,24,29,24,,,,,1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
174002,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,,,,,"5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5"
174011,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,,,,,"5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5"
174020,5,5,,,25,24,1,3,,,9,14,1,5,1,3,,1,3,36,1,14,1,,,,,,,,44,82,3,23,1,,1,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
174066,341,454,7,21,2120,534,213,59,3159,1994,1621,2222,383,1776,442,602,93,259,273,2627,62,491,561,8,44,2,838,458,89,85,6196,6905,4050,4687,,,,,1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
174075,10,1,,,41,14,,,,,24,10,4,12,10,5,1,3,2,29,,7,16,,,,23,13,3,,126,72,8,22,,,,,1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
174084,10,6,,,37,11,2,1,,,11,7,4,7,8,2,2,4,1,30,,11,10,,,,20,11,1,2,97,67,9,25,,,,,1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
174093,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,,,,,,"5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5"
174127,8,9,,1,32,26,2,,,,6,15,1,5,3,,3,1,1,18,4,7,3,1,,,5,1,4,,58,70,14,14,,,,,1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
174136,4,7,,1,37,37,37,45,,,9,12,1,6,4,4,4,,5,27,,17,2,,,,11,5,2,2,72,92,44,71,,,,,1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
174163,1,,,,,1,,,,,,,,,,,,,,1,,1,,,,,,,,,1,2,,1,,,,,1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1"
174206,5,1,,,6,0,1,2,,,,,,,,,,,,5,,3,,,,,1,,,,12,6,1,5,,,,,1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
174215,16,6,,,0,0,,,,,16,19,,,8,6,,,,25,,,,,,,,,,,40,56,,,,,,,1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
174233,45,25,,2,247,85,5,9,,,121,70,25,39,41,17,9,11,4,155,1,45,34,,1,,90,43,3,12,582,395,44,118,,,,,1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
174251,8,5,,2,90,31,,1,,,36,22,3,9,11,1,2,,2,57,,14,19,,3,,37,19,4,9,203,135,12,35,,,,,1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
174279,2,3,1,2,7,10,,,,,5,10,,,,,,,,4,,,,,,,,,,,14,27,1,2,,,1,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
174349,4,3,,,40,18,,4,,,3,1,,,,,,,,17,,4,,,,,7,1,,,54,40,,8,,,,,1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
174358,8,9,,1,228,115,7,12,,,39,38,1,10,8,10,,,7,102,,9,22,,,,42,27,,,354,301,8,32,,,,,1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
174376,6,6,,,67,43,59,38,,,4,6,,1,7,14,1,1,,23,,15,5,,1,,9,4,2,1,98,96,63,56,,,,,1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
174385,1,1,0,0,6,3,8,5,0,0,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,8,8,8,5,,,,,,"5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5"
174394,5,2,,,37,16,26,10,,,11,5,,,1,,,,9,11,22,10,,,,,1,,1,,64,34,49,20,,,,,1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
174428,10,4,,,97,68,53,73,,,6,7,1,2,1,7,9,10,5,31,7,26,6,,,,18,2,3,1,143,119,73,112,,,,,1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
174437,4,1,,,20,9,,,,,6,7,1,,2,,,,2,31,10,25,1,,1,,3,,36,11,38,48,48,36,,,1,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
174446,,1,,,1,1,,,,,,,,,,,5,37,,,,2,,,,,,,,,1,2,5,39,,1,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
174455,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,,,,,,"5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5"
174464,1,7,,,4,6,5,10,,,,,,,,,,,,4,,,,,,,,,,,5,17,5,10,,,,,1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
174473,2,1,,,13,6,,,,,3,5,,,,,,1,,6,,2,1,,,,2,,1,,21,18,1,3,,,,,1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
174482,1,2,,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,4,3,,1,,,,,1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
174491,24,5,,,34,13,15,12,,,21,14,1,,9,,1,,,35,1,10,5,,,,21,4,4,3,114,71,22,25,,,,,1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
174507,7,4,1,,34,12,10,1,,,2,6,,,1,1,,,2,22,,12,,,,,5,,,,51,45,11,13,,,,1,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
174516,4,2,,,16,1,16,1,,,2,1,,,,,,,,5,,3,2,,,,3,,1,,27,9,17,4,,,1,1,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
174525,,,,2,8,0,,4,,,9,2,,3,,,,,1,2,,3,,,,,2,,,2,20,4,,14,,,1,1,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
174561,7,1,,,20,6,,6,,,1,,,,2,1,,,,12,,13,4,,,3,5,,,,39,20,,22,,,,,1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
174570,5,2,,,21,10,1,1,,,2,6,,,,4,,2,,11,,,,,,,3,,,,31,33,1,3,,,,,1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
174589,4,,,,22,7,,,,,1,5,,,,8,,,,10,,,,,,,4,,,,31,30,,,,,,,1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
